date,county,state,pop,cases,deaths,casesPerCapita,deathsPerCapita
44034,Sheridan County,Montana,25448,3,0,0.000117887,0
44034,Silver Bow County,Montana,3034,31,0,0.010217535,0
44034,Stillwater County,Montana,1143,15,0,0.01312336,0
44034,Sweet Grass County,Montana,4128,4,1,0.000968992,0.000242248
44034,Teton County,Montana,12651,15,0,0.001185677,0
44034,Toole County,Montana,110224,31,6,0.000281245,0.0000544
44034,Treasure County,Montana,16895,2,0,0.000118378,0
44034,Valley County,Montana,24254,7,0,0.000288612,0
44034,Wheatland County,Montana,24496,2,0,0.0000816,0
44034,Wibaux County,Montana,24496,1,0,0.0000408,0
44034,Yellowstone County,Montana,7208,756,19,0.104883463,0.00263596
44034,Adams County,Nebraska,#N/A,320,11,#N/A,#N/A
44034,Antelope County,Nebraska,#N/A,17,1,#N/A,#N/A
44034,Banner County,Nebraska,18395,2,0,0.000108725,0
44034,Boone County,Nebraska,13063,7,0,0.000535865,0
44034,Box Butte County,Nebraska,13063,8,0,0.000612417,0
44034,Boyd County,Nebraska,13063,1,0,0.0000766,0
44034,Buffalo County,Nebraska,30233,253,1,0.008368339,0.0000331
44034,Burt County,Nebraska,23316,17,0,0.000729113,0
44034,Butler County,Nebraska,23316,53,0,0.002273117,0
44034,Cass County,Nebraska,110527,125,1,0.001130945,0.00000905
44034,Cedar County,Nebraska,63942,20,0,0.000312783,0
44034,Chase County,Nebraska,12171,4,0,0.00032865,0
44034,Cherry County,Nebraska,214346,3,0,0.000014,0
44034,Cheyenne County,Nebraska,214346,21,0,0.000098,0
44034,Clay County,Nebraska,3183,40,0,0.012566761,0
44034,Colfax County,Nebraska,42356,684,4,0.016148834,0.0000944
44034,Cuming County,Nebraska,23439,42,0,0.001791885,0
44034,Custer County,Nebraska,23439,40,4,0.001706557,0.000170656
44034,Dakota County,Nebraska,16633,1877,41,0.112847953,0.002464979
44034,Dawes County,Nebraska,16633,4,0,0.000240486,0
44034,Dawson County,Nebraska,22330,892,8,0.039946261,0.000358262
44034,Deuel County,Nebraska,691893,1,0,0.00000145,0
44034,Dixon County,Nebraska,691893,56,2,0.0000809,0.00000289
44034,Dodge County,Nebraska,21796,727,8,0.033354744,0.00036704
44034,Douglas County,Nebraska,132403,9085,117,0.06861627,0.000883666
44034,Dundy County,Nebraska,132403,1,0,0.00000755,0
44034,Fillmore County,Nebraska,106567,21,1,0.000197059,0.00000938
44034,Franklin County,Nebraska,22084,8,0,0.000362253,0
44034,Frontier County,Nebraska,22084,3,0,0.000135845,0
44034,Furnas County,Nebraska,920581,12,1,0.000013,0.00000109
44034,Gage County,Nebraska,920581,71,4,0.0000771,0.00000435
44034,Garden County,Nebraska,920581,4,0,0.00000435,0
44034,Garfield County,Nebraska,920581,3,0,0.00000326,0
44034,Gosper County,Nebraska,55186,13,0,0.000235567,0
44034,Greeley County,Nebraska,25011,6,0,0.000239894,0
44034,Hall County,Nebraska,179684,1673,47,0.00931079,0.00026157
44034,Hamilton County,Nebraska,179684,82,13,0.000456357,0.0000723
44034,Harlan County,Nebraska,28780,1,0,0.0000347,0
44034,Hitchcock County,Nebraska,203922,1,0,0.0000049,0
44034,Holt County,Nebraska,203922,4,0,0.0000196,0
44034,Hooker County,Nebraska,203922,4,0,0.0000196,0
44034,Howard County,Nebraska,139900,51,4,0.000364546,0.0000286
44034,Jefferson County,Nebraska,16930,12,0,0.000708801,0
44034,Johnson County,Nebraska,9980,10,0,0.001002004,0
44034,Kearney County,Nebraska,28669,20,0,0.000697618,0
44034,Keith County,Nebraska,28669,10,0,0.000348809,0
44034,Kimball County,Nebraska,28669,15,0,0.000523213,0
44034,Knox County,Nebraska,28669,25,0,0.000872022,0
44034,Lancaster County,Nebraska,18317,2605,14,0.142217612,0.000764317
44034,Lincoln County,Nebraska,7996,69,2,0.008629315,0.000250125
44034,Madison County,Nebraska,28120,404,5,0.014366999,0.000177809
44034,McPherson County,Nebraska,8742,4,0,0.000457561,0
44034,Merrick County,Nebraska,21992,41,0,0.001864314,0
44034,Morrill County,Nebraska,17868,55,0,0.003078128,0
44034,Nance County,Nebraska,189885,6,0,0.0000316,0
44034,Nemaha County,Nebraska,189885,10,0,0.0000527,0
44034,Nuckolls County,Nebraska,99958,5,0,0.00005,0
44034,Otoe County,Nebraska,14899,36,0,0.00241627,0
44034,Pawnee County,Nebraska,53497,1,0,0.0000187,0
44034,Perkins County,Nebraska,186494,8,0,0.0000429,0
44034,Phelps County,Nebraska,22350,32,0,0.001431767,0
44034,Pierce County,Nebraska,16729,17,0,0.001016199,0
44034,Platte County,Nebraska,16430,721,3,0.043883141,0.000182593
44034,Polk County,Nebraska,16430,17,0,0.001034693,0
44034,Red Willow County,Nebraska,17457,11,0,0.00063012,0
44034,Richardson County,Nebraska,17457,11,1,0.00063012,0.0000573
44034,Rock County,Nebraska,17457,2,0,0.000114567,0
44034,Saline County,Nebraska,17457,560,2,0.032078822,0.000114567
44034,Sarpy County,Nebraska,6131,1612,8,0.262926113,0.001304844
44034,Saunders County,Nebraska,6131,107,2,0.017452292,0.000326211
44034,Scotts Bluff County,Nebraska,3461,265,5,0.076567466,0.001444669
44034,Seward County,Nebraska,16921,61,1,0.003604988,0.0000591
44034,Sheridan County,Nebraska,25448,8,0,0.000314367,0
44034,Sherman County,Nebraska,3034,5,0,0.001647989,0
44034,Sioux County,Nebraska,3034,5,0,0.001647989,0
44034,Stanton County,Nebraska,8490,23,0,0.002709069,0
44034,Thayer County,Nebraska,12651,22,0,0.001738993,0
44034,Thomas County,Nebraska,12651,1,0,0.000079,0
44034,Thurston County,Nebraska,1641,181,2,0.110298598,0.001218769
44034,Unknown County,Nebraska,9208,39,0,0.004235447,0
44034,Valley County,Nebraska,24254,9,0,0.000371073,0
44034,Washington County,Nebraska,24254,79,1,0.003257195,0.0000412
44034,Wayne County,Nebraska,42481,35,0,0.000823898,0
44034,Webster County,Nebraska,9154,9,0,0.000983177,0
44034,York County,Nebraska,7208,61,0,0.008462819,0
44034,Carson City County,Nevada,110527,260,7,0.002352366,0.0000633
44034,Churchill County,Nevada,214346,36,1,0.000167953,0.00000467
44034,Clark County,Nevada,214346,33057,577,0.154222612,0.002691909
44034,Douglas County,Nevada,132403,109,0,0.000823244,0
44034,Elko County,Nevada,20166,350,2,0.017355946,0.0000992
44034,Eureka County,Nevada,22598,2,0,0.0000885,0
44034,Humboldt County,Nevada,139900,91,4,0.000650465,0.0000286
44034,Lander County,Nevada,18317,47,0,0.002565922,0
44034,Lincoln County,Nevada,7996,3,0,0.000375188,0
44034,Lyon County,Nevada,29966,161,2,0.005372756,0.0000667
44034,Mineral County,Nevada,6125,10,0,0.001632653,0
44034,Nye County,Nevada,99958,275,6,0.002751155,0.00006
44034,Pershing County,Nevada,22350,13,0,0.000581655,0
44034,Storey County,Nevada,1490,2,0,0.001342282,0
44034,Washoe County,Nevada,24254,4332,105,0.178609714,0.004329183
44034,White Pine County,Nevada,24496,11,1,0.000449053,0.0000408
44034,Belknap County,New Hampshire,100157,98,4,0.000978464,0.0000399
44034,Carroll County,New Hampshire,110527,76,1,0.000687615,0.00000905
44034,Cheshire County,New Hampshire,214346,80,2,0.000373228,0.00000933
44034,Coos County,New Hampshire,17212,14,0,0.000813386,0
44034,Grafton County,New Hampshire,25011,99,1,0.003958258,0.00004
44034,Hillsborough County,New Hampshire,203922,3575,267,0.017531213,0.001309324
44034,Merrimack County,New Hampshire,21992,443,20,0.020143689,0.000909422
44034,Rockingham County,New Hampshire,17457,1562,93,0.089477001,0.005327376
44034,Strafford County,New Hampshire,1490,310,13,0.208053691,0.008724832
44034,Sullivan County,New Hampshire,1490,38,1,0.025503356,0.000671141
44034,Atlantic County,New Jersey,71518,3176,240,0.044408401,0.003355799
44034,Bergen County,New Jersey,17634,20362,2031,1.154701146,0.11517523
44034,Burlington County,New Jersey,23316,5531,467,0.237219077,0.020029165
44034,Camden County,New Jersey,50513,7943,563,0.157246649,0.011145646
44034,Cape May County,New Jersey,10998,767,85,0.069739953,0.007728678
44034,Cumberland County,New Jersey,23439,3108,154,0.132599514,0.006570246
44034,Essex County,New Jersey,22598,19420,2089,0.859368086,0.092441809
44034,Gloucester County,New Jersey,3082,2877,199,0.93348475,0.064568462
44034,Hudson County,New Jersey,139900,19456,1491,0.139070765,0.010657613
44034,Hunterdon County,New Jersey,139900,1158,126,0.008277341,0.000900643
44034,Mercer County,New Jersey,8742,7901,608,0.903797758,0.069549302
44034,Middlesex County,New Jersey,21992,17591,1392,0.799881775,0.063295744
44034,Monmouth County,New Jersey,23498,9820,851,0.417907907,0.036215848
44034,Morris County,New Jersey,17868,7163,825,0.400884262,0.046171927
44034,Ocean County,New Jersey,99958,10124,1011,0.101282539,0.010114248
44034,Passaic County,New Jersey,53497,17352,1238,0.324354637,0.023141485
44034,Salem County,New Jersey,17457,846,81,0.048461935,0.004639973
44034,Somerset County,New Jersey,209714,5160,550,0.024604938,0.002622619
44034,Sussex County,New Jersey,1490,1293,195,0.867785235,0.130872483
44034,Union County,New Jersey,9208,16526,1342,1.794743701,0.145742832
44034,Unknown County,New Jersey,9208,682,0,0.07406603,0
44034,Warren County,New Jersey,24254,1309,169,0.053970479,0.006967923
44034,Bernalillo County,New Mexico,17634,4005,104,0.227118067,0.005897698
44034,Catron County,New Mexico,63942,4,1,0.0000626,0.0000156
44034,Chaves County,New Mexico,26015,229,4,0.008802614,0.000153757
44034,Cibola County,New Mexico,214346,281,17,0.001310965,0.0000793
44034,Colfax County,New Mexico,42356,11,1,0.000259703,0.0000236
44034,Curry County,New Mexico,23439,328,1,0.013993771,0.0000427
44034,Do̱a Ana County,New Mexico,691893,1849,14,0.002672379,0.0000202
44034,Eddy County,New Mexico,4034,202,2,0.050074368,0.000495786
44034,Grant County,New Mexico,25011,59,1,0.002358962,0.00004
44034,Guadalupe County,New Mexico,15994,26,0,0.00162561,0
44034,Harding County,New Mexico,28780,1,0,0.0000347,0
44034,Hidalgo County,New Mexico,203922,81,0,0.000397211,0
44034,Lea County,New Mexico,48434,431,1,0.008898708,0.0000206
44034,Lincoln County,New Mexico,7996,44,1,0.005502751,0.000125063
44034,Los Alamos County,New Mexico,14464,16,0,0.001106195,0
44034,Luna County,New Mexico,29966,168,3,0.005606354,0.000100113
44034,McKinley County,New Mexico,8742,3818,208,0.436742164,0.023793182
44034,Mora County,New Mexico,9123,6,0,0.000657678,0
44034,Otero County,New Mexico,14899,999,10,0.06705148,0.000671186
44034,Quay County,New Mexico,6006,28,1,0.004662005,0.0001665
44034,Rio Arriba County,New Mexico,17457,256,1,0.014664604,0.0000573
44034,Roosevelt County,New Mexico,17457,95,1,0.005441943,0.0000573
44034,San Juan County,New Mexico,26384,2869,176,0.108740146,0.00667071
44034,San Miguel County,New Mexico,26384,36,0,0.001364463,0
44034,Sandoval County,New Mexico,6131,957,32,0.156091992,0.005219377
44034,Santa Fe County,New Mexico,6131,457,3,0.074539227,0.000489317
44034,Sierra County,New Mexico,3034,21,0,0.006921556,0
44034,Socorro County,New Mexico,209714,67,5,0.000319483,0.0000238
44034,Taos County,New Mexico,7854,74,1,0.009421951,0.000127324
44034,Torrance County,New Mexico,110224,94,1,0.000852809,0.00000907
44034,Union County,New Mexico,9208,14,0,0.001520417,0
44034,Valencia County,New Mexico,24254,302,2,0.012451554,0.0000825
44034,Albany County,New York,#N/A,2369,166,#N/A,#N/A
44034,Allegany County,New York,#N/A,72,0,#N/A,#N/A
44034,Broome County,New York,16243,930,69,0.057255433,0.004247984
44034,Cattaraugus County,New York,63942,147,5,0.002298958,0.0000782
44034,Cayuga County,New York,63942,134,1,0.002095649,0.0000156
44034,Chautauqua County,New York,26015,210,4,0.008072266,0.000153757
44034,Chemung County,New York,26015,156,5,0.00599654,0.000192197
44034,Chenango County,New York,26015,191,3,0.007341918,0.000115318
44034,Clinton County,New York,6798,114,4,0.016769638,0.000588408
44034,Columbia County,New York,124053,497,43,0.004006352,0.000346626
44034,Cortland County,New York,17212,77,0,0.004473623,0
44034,Delaware County,New York,691893,93,0,0.000134414,0
44034,Dutchess County,New York,132403,4387,161,0.03313369,0.001215985
44034,Erie County,New York,22598,8135,614,0.35998761,0.027170546
44034,Essex County,New York,22598,62,0,0.002743606,0
44034,Franklin County,New York,22084,42,1,0.001901829,0.0000453
44034,Fulton County,New York,920581,267,19,0.000290034,0.0000206
44034,Genesee County,New York,920581,258,6,0.000280258,0.00000652
44034,Greene County,New York,15994,272,5,0.017006377,0.000312617
44034,Hamilton County,New York,179684,6,0,0.0000334,0
44034,Herkimer County,New York,203922,211,1,0.001034709,0.0000049
44034,Jefferson County,New York,16930,113,0,0.006674542,0
44034,Lewis County,New York,28298,33,0,0.00116616,0
44034,Livingston County,New York,7996,161,4,0.020135068,0.00050025
44034,Madison County,New York,28120,388,6,0.013798009,0.000213371
44034,Monroe County,New York,26424,4493,266,0.170034817,0.010066606
44034,Montgomery County,New York,9123,144,5,0.015784281,0.000548065
44034,Nassau County,New York,189885,42765,2705,0.225215262,0.014245464
44034,New York City County,New York,189885,227130,22899,1.196145035,0.120594044
44034,Niagara County,New York,99958,1395,68,0.013955861,0.000680286
44034,Oneida County,New York,14899,1975,108,0.132559232,0.007248809
44034,Onondaga County,New York,14899,3326,183,0.223236459,0.012282704
44034,Ontario County,New York,14899,333,26,0.022350493,0.001745084
44034,Orange County,New York,14899,10975,403,0.736626619,0.027048795
44034,Orleans County,New York,14899,288,41,0.019330156,0.002751863
44034,Oswego County,New York,14899,232,0,0.015571515,0
44034,Otsego County,New York,14899,101,6,0.006778978,0.000402712
44034,Putnam County,New York,6006,1394,61,0.232101232,0.01015651
44034,Rensselaer County,New York,17457,668,39,0.038265452,0.002234061
44034,Rockland County,New York,17457,13812,469,0.791201237,0.026866014
44034,Saratoga County,New York,6131,650,5,0.106018594,0.000815528
44034,Schenectady County,New York,6131,936,34,0.152666775,0.005545588
44034,Schoharie County,New York,3461,64,0,0.018491765,0
44034,Schuyler County,New York,3461,20,0,0.005778677,0
44034,Seneca County,New York,16921,80,0,0.004727853,0
44034,St. Lawrence County,New York,8490,250,4,0.029446408,0.000471143
44034,Steuben County,New York,1143,283,19,0.247594051,0.016622922
44034,Suffolk County,New York,1490,42621,2042,28.60469799,1.370469799
44034,Sullivan County,New York,1490,1473,32,0.988590604,0.02147651
44034,Tioga County,New York,1641,175,19,0.106642291,0.011578306
44034,Tompkins County,New York,110224,209,2,0.001896139,0.0000181
44034,Ulster County,New York,9208,1909,49,0.207319722,0.00532146
44034,Warren County,New York,24254,288,31,0.01187433,0.00127814
44034,Washington County,New York,24254,251,11,0.010348808,0.000453533
44034,Wayne County,New York,42481,236,1,0.005555425,0.0000235
44034,Westchester County,New York,9154,35635,1574,3.892833734,0.17194669
44034,Wyoming County,New York,7208,108,3,0.014983352,0.000416204
44034,Yates County,New York,7208,51,6,0.007075472,0.000832408
44034,Alamance County,North Carolina,#N/A,1809,40,#N/A,#N/A
44034,Alexander County,North Carolina,#N/A,225,2,#N/A,#N/A
44034,Alleghany County,North Carolina,#N/A,53,0,#N/A,#N/A
44034,Anson County,North Carolina,#N/A,267,1,#N/A,#N/A
44034,Ashe County,North Carolina,71518,75,1,0.001048687,0.000014
44034,Avery County,North Carolina,71518,53,0,0.000741072,0
44034,Beaufort County,North Carolina,100157,216,0,0.002156614,0
44034,Bertie County,North Carolina,19286,190,4,0.009851706,0.000207404
44034,Bladen County,North Carolina,155547,509,5,0.003272323,0.0000321
44034,Brunswick County,North Carolina,16243,1011,14,0.062242197,0.00086191
44034,Buncombe County,North Carolina,70217,1248,51,0.017773474,0.00072632
44034,Burke County,North Carolina,23316,1360,24,0.058329044,0.001029336
44034,Cabarrus County,North Carolina,23655,2028,35,0.085732403,0.001479603
44034,Caldwell County,North Carolina,23655,835,6,0.035299091,0.000253646
44034,Camden County,North Carolina,50513,48,2,0.00095025,0.0000396
44034,Carteret County,North Carolina,110527,178,4,0.001610466,0.0000362
44034,Caswell County,North Carolina,110527,167,2,0.001510943,0.0000181
44034,Catawba County,North Carolina,110527,1574,15,0.014240864,0.000135713
44034,Chatham County,North Carolina,265128,1124,47,0.004239462,0.000177273
44034,Cherokee County,North Carolina,214346,151,2,0.000704468,0.00000933
44034,Chowan County,North Carolina,214346,72,0,0.000335905,0
44034,Clay County,North Carolina,3183,39,0,0.012252592,0
44034,Cleveland County,North Carolina,259424,735,11,0.0028332,0.0000424
44034,Columbus County,North Carolina,124053,714,40,0.005755604,0.000322443
44034,Craven County,North Carolina,127317,528,8,0.004147129,0.0000628
44034,Cumberland County,North Carolina,23439,2101,47,0.08963693,0.002005205
44034,Currituck County,North Carolina,23439,56,0,0.00238918,0
44034,Dare County,North Carolina,16633,162,1,0.009739674,0.0000601
44034,Davidson County,North Carolina,16633,1457,16,0.087596946,0.000961943
44034,Davie County,North Carolina,16633,284,3,0.01707449,0.000180364
44034,Duplin County,North Carolina,132403,1807,35,0.013647727,0.000264344
44034,Durham County,North Carolina,132403,5269,74,0.039795171,0.0005589
44034,Edgecombe County,North Carolina,4034,473,10,0.117253347,0.002478929
44034,Forsyth County,North Carolina,175511,4343,41,0.024744888,0.000233604
44034,Franklin County,North Carolina,22084,641,23,0.029025539,0.001041478
44034,Gaston County,North Carolina,920581,2432,21,0.00264181,0.0000228
44034,Gates County,North Carolina,920581,34,2,0.0000369,0.00000217
44034,Graham County,North Carolina,25011,15,0,0.000599736,0
44034,Granville County,North Carolina,25011,1055,25,0.04218144,0.00099956
44034,Greene County,North Carolina,15994,264,3,0.01650619,0.00018757
44034,Guilford County,North Carolina,15994,4412,135,0.275853445,0.008440665
44034,Halifax County,North Carolina,43041,499,4,0.011593597,0.0000929
44034,Harnett County,North Carolina,28780,932,34,0.0323836,0.001181376
44034,Haywood County,North Carolina,25213,192,0,0.007615119,0
44034,Henderson County,North Carolina,11834,1191,52,0.100642217,0.004394119
44034,Hertford County,North Carolina,203922,219,11,0.00107394,0.0000539
44034,Hoke County,North Carolina,203922,577,7,0.002829513,0.0000343
44034,Hyde County,North Carolina,139900,35,0,0.000250179,0
44034,Iredell County,North Carolina,139900,1399,13,0.01,0.0000929
44034,Jackson County,North Carolina,60485,306,3,0.005059106,0.0000496
44034,Johnston County,North Carolina,9980,2490,42,0.249498998,0.004208417
44034,Jones County,North Carolina,28669,44,3,0.001534759,0.000104643
44034,Lee County,North Carolina,28298,1037,8,0.036645699,0.000282705
44034,Lenoir County,North Carolina,28298,462,11,0.016326242,0.00038872
44034,Lincoln County,North Carolina,7996,589,2,0.073661831,0.000250125
44034,Macon County,North Carolina,14740,397,1,0.026933514,0.0000678
44034,Madison County,North Carolina,28120,25,0,0.000889047,0
44034,Martin County,North Carolina,8742,191,6,0.021848547,0.000686342
44034,McDowell County,North Carolina,8742,416,3,0.047586365,0.000343171
44034,Mecklenburg County,North Carolina,8742,18075,186,2.067604667,0.021276596
44034,Mitchell County,North Carolina,23498,60,1,0.002553409,0.0000426
44034,Montgomery County,North Carolina,9123,466,11,0.051079689,0.001205744
44034,Moore County,North Carolina,9123,755,18,0.082757865,0.001973035
44034,Nash County,North Carolina,189885,794,10,0.004181478,0.0000527
44034,New Hanover County,North Carolina,189885,1932,14,0.010174579,0.0000737
44034,Northampton County,North Carolina,99958,240,16,0.002401008,0.000160067
44034,Onslow County,North Carolina,14899,618,7,0.041479294,0.00046983
44034,Orange County,North Carolina,14899,1127,45,0.075642661,0.003020337
44034,Pamlico County,North Carolina,53497,46,1,0.000859861,0.0000187
44034,Pasquotank County,North Carolina,53497,278,17,0.005196553,0.000317775
44034,Pender County,North Carolina,53497,518,3,0.009682786,0.0000561
44034,Perquimans County,North Carolina,186494,50,2,0.000268105,0.0000107
44034,Person County,North Carolina,22350,157,1,0.007024609,0.0000447
44034,Pitt County,North Carolina,16430,1293,6,0.078697505,0.000365186
44034,Polk County,North Carolina,16430,121,5,0.007364577,0.000304321
44034,Randolph County,North Carolina,25414,1810,35,0.071220587,0.001377194
44034,Richmond County,North Carolina,17457,418,8,0.023944549,0.000458269
44034,Robeson County,North Carolina,17457,2015,49,0.115426476,0.002806897
44034,Rockingham County,North Carolina,17457,375,3,0.021481354,0.000171851
44034,Rowan County,North Carolina,17457,1794,47,0.102766798,0.00269233
44034,Rutherford County,North Carolina,17457,524,13,0.030016612,0.000744687
44034,Sampson County,North Carolina,10834,1340,8,0.123684696,0.000738416
44034,Scotland County,North Carolina,3461,203,2,0.058653568,0.000577868
44034,Stanly County,North Carolina,8490,708,5,0.083392226,0.000588928
44034,Stokes County,North Carolina,1143,202,1,0.176727909,0.000874891
44034,Surry County,North Carolina,1490,699,4,0.469127517,0.002684564
44034,Swain County,North Carolina,4128,86,2,0.020833333,0.000484496
44034,Transylvania County,North Carolina,110224,98,1,0.000889099,0.00000907
44034,Tyrrell County,North Carolina,9208,80,1,0.008688097,0.000108601
44034,Union County,North Carolina,9208,2287,33,0.248370982,0.00358384
44034,Vance County,North Carolina,24254,650,40,0.026799703,0.001649213
44034,Wake County,North Carolina,24254,9313,99,0.383977901,0.004081801
44034,Warren County,North Carolina,24254,212,6,0.008740826,0.000247382
44034,Washington County,North Carolina,24254,89,3,0.003669498,0.000123691
44034,Watauga County,North Carolina,24254,189,0,0.007792529,0
44034,Wayne County,North Carolina,42481,2142,35,0.050422542,0.000823898
44034,Wilkes County,North Carolina,24496,672,7,0.02743305,0.000285761
44034,Wilson County,North Carolina,24496,1200,28,0.04898759,0.001143044
44034,Yadkin County,North Carolina,7208,419,6,0.058129856,0.000832408
44034,Yancey County,North Carolina,7208,68,0,0.009433962,0
44034,Barnes County,North Dakota,18395,28,0,0.001522153,0
44034,Benson County,North Dakota,17634,32,1,0.001814676,0.0000567
44034,Billings County,North Dakota,155547,1,0,0.00000643,0
44034,Bottineau County,North Dakota,13063,7,0,0.000535865,0
44034,Bowman County,North Dakota,13063,3,0,0.000229656,0
44034,Burke County,North Dakota,23316,11,0,0.000471779,0
44034,Burleigh County,North Dakota,23316,633,2,0.027148739,0.0000858
44034,Cass County,North Dakota,110527,2715,75,0.024564134,0.000678567
44034,Cavalier County,North Dakota,63942,25,0,0.000390979,0
44034,Dickey County,North Dakota,691893,8,0,0.0000116,0
44034,Divide County,North Dakota,691893,1,0,0.00000145,0
44034,Dunn County,North Dakota,132403,27,0,0.000203923,0
44034,Eddy County,North Dakota,4034,6,0,0.001487357,0
44034,Emmons County,North Dakota,22598,10,1,0.000442517,0.0000443
44034,Foster County,North Dakota,175511,3,0,0.0000171,0
44034,Golden Valley County,North Dakota,79626,3,0,0.0000377,0
44034,Grand Forks County,North Dakota,25011,555,4,0.022190236,0.00015993
44034,Grant County,North Dakota,25011,4,0,0.00015993,0
44034,Griggs County,North Dakota,15994,4,0,0.000250094,0
44034,Hettinger County,North Dakota,203922,6,0,0.0000294,0
44034,Kidder County,North Dakota,28669,5,0,0.000174404,0
44034,LaMoure County,North Dakota,18317,14,0,0.000764317,0
44034,Logan County,North Dakota,7996,1,0,0.000125063,0
44034,McHenry County,North Dakota,8742,11,1,0.001258293,0.00011439
44034,McIntosh County,North Dakota,8742,11,0,0.001258293,0
44034,McKenzie County,North Dakota,8742,58,0,0.006634637,0
44034,McLean County,North Dakota,8742,16,0,0.001830245,0
44034,Mercer County,North Dakota,8742,14,0,0.001601464,0
44034,Morton County,North Dakota,17868,187,3,0.010465637,0.000167898
44034,Mountrail County,North Dakota,17868,97,1,0.005428699,0.000056
44034,Nelson County,North Dakota,189885,3,0,0.0000158,0
44034,Oliver County,North Dakota,14899,4,0,0.000268474,0
44034,Pembina County,North Dakota,53497,21,0,0.000392545,0
44034,Pierce County,North Dakota,16729,8,0,0.000478211,0
44034,Ramsey County,North Dakota,6006,26,1,0.004329004,0.0001665
44034,Ransom County,North Dakota,17457,24,0,0.001374807,0
44034,Renville County,North Dakota,17457,8,0,0.000458269,0
44034,Richland County,North Dakota,17457,57,0,0.003265166,0
44034,Rolette County,North Dakota,17457,13,0,0.000744687,0
44034,Sargent County,North Dakota,6131,9,0,0.00146795,0
44034,Sheridan County,North Dakota,25448,4,0,0.000157183,0
44034,Sioux County,North Dakota,3034,47,0,0.015491101,0
44034,Slope County,North Dakota,3034,3,0,0.000988794,0
44034,Stark County,North Dakota,8490,124,3,0.014605418,0.000353357
44034,Steele County,North Dakota,60968,6,0,0.0000984,0
44034,Stutsman County,North Dakota,1490,84,2,0.056375839,0.001342282
44034,Towner County,North Dakota,110224,4,0,0.0000363,0
44034,Traill County,North Dakota,110224,33,0,0.00029939,0
44034,Unknown County,North Dakota,9208,4,4,0.000434405,0.000434405
44034,Walsh County,North Dakota,24254,85,0,0.003504577,0
44034,Ward County,North Dakota,24254,119,1,0.004906407,0.0000412
44034,Wells County,North Dakota,9154,12,0,0.001310902,0
44034,Williams County,North Dakota,24496,177,1,0.007225669,0.0000408
44034,Saipan County,Northern Mariana Islands,17457,37,2,0.002119494,0.000114567
44034,Tinian County,Northern Mariana Islands,1641,1,0,0.000609385,0
44034,Adams County,Ohio,#N/A,39,2,#N/A,#N/A
44034,Allen County,Ohio,#N/A,486,41,#N/A,#N/A
44034,Ashland County,Ohio,71518,103,4,0.001440197,0.0000559
44034,Ashtabula County,Ohio,71518,489,44,0.00683744,0.00061523
44034,Athens County,Ohio,71518,292,1,0.004082888,0.000014
44034,Auglaize County,Ohio,71518,147,5,0.002055427,0.0000699
44034,Belmont County,Ohio,100157,578,26,0.00577094,0.000259592
44034,Brown County,Ohio,16243,76,1,0.004678939,0.0000616
44034,Butler County,Ohio,23316,2230,52,0.095642477,0.002230228
44034,Carroll County,Ohio,110527,90,4,0.000814281,0.0000362
44034,Champaign County,Ohio,63942,77,1,0.001204216,0.0000156
44034,Clark County,Ohio,214346,951,11,0.004436752,0.0000513
44034,Clermont County,Ohio,259424,671,9,0.002586499,0.0000347
44034,Clinton County,Ohio,6798,119,4,0.017505149,0.000588408
44034,Columbiana County,Ohio,124053,1477,62,0.011906201,0.000499786
44034,Coshocton County,Ohio,17212,167,4,0.009702533,0.000232396
44034,Crawford County,Ohio,12630,153,5,0.012114014,0.000395883
44034,Cuyahoga County,Ohio,23439,11015,432,0.469943257,0.01843082
44034,Darke County,Ohio,16633,271,26,0.016292912,0.001563158
44034,Defiance County,Ohio,27842,88,4,0.003160692,0.000143668
44034,Delaware County,Ohio,691893,977,15,0.001412068,0.0000217
44034,Erie County,Ohio,22598,390,22,0.017258164,0.000973537
44034,Fairfield County,Ohio,11000,970,18,0.088181818,0.001636364
44034,Fayette County,Ohio,106567,64,0,0.000600561,0
44034,Franklin County,Ohio,22084,14736,478,0.667270422,0.02164463
44034,Fulton County,Ohio,920581,102,0,0.0001108,0
44034,Gallia County,Ohio,920581,37,1,0.0000402,0.00000109
44034,Geauga County,Ohio,920581,474,43,0.000514892,0.0000467
44034,Greene County,Ohio,15994,503,10,0.031449293,0.000625234
44034,Guernsey County,Ohio,15994,90,6,0.00562711,0.000375141
44034,Hamilton County,Ohio,179684,8071,220,0.044917744,0.001224372
44034,Hancock County,Ohio,9429,148,2,0.015696256,0.000212112
44034,Hardin County,Ohio,28780,140,12,0.004864489,0.000416956
44034,Harrison County,Ohio,32024,14,1,0.000437172,0.0000312
44034,Henry County,Ohio,203922,78,0,0.000382499,0
44034,Highland County,Ohio,203922,83,1,0.000407018,0.0000049
44034,Hocking County,Ohio,203922,98,9,0.000480576,0.0000441
44034,Holmes County,Ohio,203922,297,5,0.001456439,0.0000245
44034,Huron County,Ohio,139900,311,3,0.002223016,0.0000214
44034,Jackson County,Ohio,60485,49,0,0.000810118,0
44034,Jefferson County,Ohio,16930,162,2,0.009568813,0.000118133
44034,Knox County,Ohio,28669,95,2,0.003313684,0.0000698
